Date,Open,High,Low,Close,Adj Close,Volume
12/10/2016,117.349998,117.980003,116.75,117.339996,111.254036,37586800
13/10/2016,116.790001,117.440002,115.720001,116.980003,110.91272,35192400
14/10/2016,117.879997,118.169998,117.129997,117.629997,111.528984,35652200
17/10/2016,117.330002,117.839996,116.779999,117.550003,111.453133,23624900
18/10/2016,118.18,118.209999,117.449997,117.470001,111.377304,24553500
19/10/2016,117.25,117.760002,113.800003,117.120003,111.045448,20034600
20/10/2016,116.860001,117.379997,116.330002,117.059998,110.988579,24125800
21/10/2016,116.809998,116.910004,116.279999,116.599998,110.552422,23192700
24/10/2016,117.099998,117.739998,117,117.650002,111.547951,23538700
25/10/2016,117.949997,118.360001,117.309998,118.25,112.116829,48129000
26/10/2016,114.309998,115.699997,113.309998,115.589996,109.594803,66134200
27/10/2016,115.389999,115.860001,114.099998,114.480003,108.542366,34562000
28/10/2016,113.870003,115.209999,113.449997,113.720001,107.821785,37861700
31/10/2016,113.650002,114.230003,113.199997,113.540001,107.651123,26419400
01/11/2016,113.459999,113.769997,110.529999,111.489998,105.707443,43825800
02/11/2016,111.400002,112.349998,111.230003,111.589996,105.802261,28331700
03/11/2016,110.980003,111.459999,109.550003,109.830002,104.668221,26932600
04/11/2016,108.529999,110.25,108.110001,108.839996,103.724724,30837000
07/11/2016,110.080002,110.510002,109.459999,110.410004,105.220932,32560000
08/11/2016,110.309998,111.720001,109.699997,111.059998,105.840378,24254200
09/11/2016,109.879997,111.32,108.050003,110.879997,105.668861,59176400
10/11/2016,111.089996,111.089996,105.830002,107.790001,102.724083,57134500
11/11/2016,107.120003,108.870003,106.550003,108.43,103.334007,34143900
14/11/2016,107.709999,107.809998,104.080002,105.709999,100.741837,51175500
15/11/2016,106.57,107.68,106.160004,107.110001,102.07605,32264500
16/11/2016,106.699997,110.230003,106.599998,109.989998,104.820671,58840500
17/11/2016,109.809998,110.349998,108.830002,109.949997,104.782547,27632000
18/11/2016,109.720001,110.540001,109.660004,110.059998,104.887405,28428900
21/11/2016,110.120003,111.989998,110.010002,111.730003,106.478912,29264600
22/11/2016,111.949997,112.419998,111.400002,111.800003,106.545609,25965500
23/11/2016,111.360001,111.510002,110.330002,111.230003,106.002403,27426400
25/11/2016,111.129997,111.870003,110.949997,111.790001,106.536087,11475900
28/11/2016,111.43,112.470001,111.389999,111.57,106.326416,27194000
29/11/2016,110.779999,112.029999,110.07,111.459999,106.221603,28528800
30/11/2016,111.599998,112.199997,110.269997,110.519997,105.325768,36162300
01/12/2016,110.370003,110.940002,109.029999,109.489998,104.344177,37086900
02/12/2016,109.169998,110.089996,108.849998,109.900002,104.734901,26528000
05/12/2016,110,110.029999,108.25,109.110001,103.982048,34324500
06/12/2016,109.5,110.360001,109.190002,109.949997,104.782547,26195500
07/12/2016,109.260002,111.190002,109.160004,111.029999,105.811821,29998700
08/12/2016,110.860001,112.43,110.599998,112.120003,106.850578,27068300
09/12/2016,112.309998,114.699997,112.309998,113.949997,108.594566,34402600
12/12/2016,113.290001,115,112.489998,113.300003,107.975121,26374400
13/12/2016,113.839996,115.919998,113.75,115.190002,109.776306,43733800
14/12/2016,115.040001,116.199997,114.980003,115.190002,109.776306,34031800
15/12/2016,115.379997,116.730003,115.230003,115.82,110.376678,46524500
16/12/2016,116.470001,116.5,115.650002,115.970001,110.51963,44351100
19/12/2016,115.800003,117.379997,115.75,116.639999,111.15815,27779400
20/12/2016,116.739998,117.5,116.68,116.949997,111.453575,21425000
21/12/2016,116.800003,117.400002,116.779999,117.059998,111.558411,23783200
22/12/2016,116.349998,116.510002,115.639999,116.290001,110.824593,26085900
23/12/2016,115.589996,116.519997,115.589996,116.519997,111.043777,14249500
27/12/2016,116.519997,117.800003,116.489998,117.260002,111.749001,18296900
28/12/2016,117.519997,118.019997,116.199997,116.760002,111.272507,20905900
29/12/2016,116.449997,117.110001,116.400002,116.730003,111.243919,15039500
30/12/2016,116.650002,117.199997,115.43,115.82,110.376678,30586300
03/01/2017,115.800003,116.330002,114.760002,116.150002,110.691154,28781900
04/01/2017,115.849998,116.510002,115.75,116.019997,110.567276,21118100
05/01/2017,115.919998,116.860001,115.809998,116.610001,111.129562,22193600
06/01/2017,116.779999,118.160004,116.470001,117.910004,112.368469,31751900
09/01/2017,117.949997,119.43,117.940002,118.989998,113.397697,33561900
10/01/2017,118.769997,119.379997,118.300003,119.110001,113.51207,24462100
11/01/2017,118.739998,119.93,118.599998,119.75,114.121986,27588600
12/01/2017,118.900002,119.300003,118.209999,119.25,113.645454,27086200
13/01/2017,119.110001,119.620003,118.809998,119.040001,113.445343,26111900
17/01/2017,118.339996,120.239998,118.220001,120,114.360237,34439800
18/01/2017,120,120.5,119.709999,119.989998,114.350693,23713000
19/01/2017,119.400002,120.089996,119.370003,119.779999,114.150558,25597300
20/01/2017,120.449997,120.449997,119.730003,120,114.360237,32597900
23/01/2017,120,120.809998,119.769997,120.080002,114.436478,22050200
24/01/2017,119.550003,120.099998,119.5,119.970001,114.33165,23211000
25/01/2017,120.419998,122.099998,120.279999,121.879997,116.151878,32377600
26/01/2017,121.669998,122.440002,121.599998,121.940002,116.209045,26337600
27/01/2017,122.139999,122.349998,121.599998,121.949997,116.218582,20562900
30/01/2017,120.93,121.629997,120.660004,121.629997,115.913605,30377500
31/01/2017,121.150002,121.389999,120.620003,121.349998,115.646774,49201000
01/02/2017,127.029999,130.490005,127.010002,128.75,122.69899,111985000
02/02/2017,127.980003,129.389999,127.779999,128.529999,122.489342,33710400
03/02/2017,128.309998,129.190002,128.160004,129.080002,123.013496,24507300
06/02/2017,129.130005,130.5,128.899994,130.289993,124.166626,26845900
07/02/2017,130.539993,132.089996,130.449997,131.529999,125.348328,38183800
08/02/2017,131.350006,132.220001,131.220001,132.039993,125.834366,23004100
09/02/2017,131.649994,132.449997,131.119995,132.419998,126.743645,28349900
10/02/2017,132.460007,132.940002,132.050003,132.119995,126.45649,20065500
13/02/2017,133.080002,133.820007,132.75,133.289993,127.57634,23035400
14/02/2017,133.470001,135.089996,133.25,135.020004,129.232193,33226200
15/02/2017,135.520004,136.270004,134.619995,135.509995,129.701187,35623100
16/02/2017,135.669998,135.899994,134.839996,135.350006,129.54805,22584600
17/02/2017,135.100006,135.830002,135.100006,135.720001,129.902206,22198200
21/02/2017,136.229996,136.75,135.979996,136.699997,130.84021,24507200
22/02/2017,136.429993,137.119995,136.110001,137.110001,131.232605,20836900
23/02/2017,137.380005,137.479996,136.300003,136.529999,130.67746,20788200
24/02/2017,135.910004,136.660004,135.279999,136.660004,130.801926,21776600
27/02/2017,137.139999,137.440002,136.279999,136.929993,131.060333,20257400
28/02/2017,137.080002,137.440002,136.699997,136.990005,131.117783,23482900
01/03/2017,137.889999,140.149994,137.600006,139.789993,133.797699,36414600
02/03/2017,140,140.279999,138.759995,138.960007,133.003311,26211000
03/03/2017,138.779999,139.830002,138.589996,139.779999,133.788147,21108100
06/03/2017,139.369995,139.770004,138.600006,139.339996,133.367004,21750000
07/03/2017,139.059998,139.979996,138.789993,139.520004,133.539307,17446300
08/03/2017,138.949997,139.800003,138.820007,139,133.04158,18707200
09/03/2017,138.740005,138.789993,137.050003,138.679993,132.735291,22155900
10/03/2017,139.25,139.360001,138.639999,139.139999,133.175598,19612800
13/03/2017,138.850006,139.429993,138.820007,139.199997,133.233002,17421700
14/03/2017,139.300003,139.649994,138.839996,138.990005,133.032028,15309100
15/03/2017,139.410004,140.75,139.029999,140.460007,134.439026,25691800
16/03/2017,140.720001,141.020004,140.259995,140.690002,134.659134,19232000
17/03/2017,141,141,139.889999,139.990005,133.989166,43885000
20/03/2017,140.399994,141.5,140.229996,141.460007,135.396149,21542000
21/03/2017,142.110001,142.800003,139.729996,139.839996,133.845581,39529900
22/03/2017,139.850006,141.600006,139.759995,141.419998,135.357864,25860200
23/03/2017,141.259995,141.580002,140.610001,140.919998,134.879257,20346300
24/03/2017,141.5,141.740005,140.350006,140.639999,134.611282,22395600
27/03/2017,139.389999,141.220001,138.619995,140.880005,134.841019,23575100
28/03/2017,140.910004,144.039993,140.619995,143.800003,137.635849,33374800
29/03/2017,143.679993,144.490005,143.190002,144.119995,137.942093,29190000
30/03/2017,144.190002,144.5,143.5,143.929993,137.760239,21207300
31/03/2017,143.720001,144.270004,143.009995,143.660004,137.501846,19661700
03/04/2017,143.710007,144.119995,143.050003,143.699997,137.540146,19985700
04/04/2017,143.25,144.889999,143.169998,144.770004,138.564255,19891400
05/04/2017,144.220001,145.460007,143.809998,144.020004,137.84639,27717900
06/04/2017,144.289993,144.520004,143.449997,143.660004,137.501846,21149000
07/04/2017,143.729996,144.179993,143.270004,143.339996,137.195557,16672200
10/04/2017,143.600006,143.880005,142.899994,143.169998,137.032837,18933400
11/04/2017,142.940002,143.350006,140.059998,141.630005,135.558868,30379400
12/04/2017,141.600006,142.149994,141.009995,141.800003,135.721542,20350000
13/04/2017,141.910004,142.380005,141.050003,141.050003,135.003723,17822900
17/04/2017,141.479996,141.880005,140.869995,141.830002,135.750275,16582100
18/04/2017,141.410004,142.039993,141.110001,141.199997,135.147308,14697500
19/04/2017,141.880005,142,140.449997,140.679993,134.649567,17328400
20/04/2017,141.220001,142.919998,141.160004,142.440002,136.334137,23319600
21/04/2017,142.440002,142.679993,141.850006,142.270004,136.171432,17320900
24/04/2017,143.5,143.949997,143.179993,143.639999,137.482697,17134300
25/04/2017,143.910004,144.899994,143.869995,144.529999,138.334549,18871500
26/04/2017,144.470001,144.600006,143.380005,143.679993,137.520996,20041200
27/04/2017,143.919998,144.160004,143.309998,143.789993,137.626251,14246300
28/04/2017,144.089996,144.300003,143.270004,143.649994,137.492264,20860400
01/05/2017,145.100006,147.199997,144.960007,146.580002,140.296677,33602900
02/05/2017,147.539993,148.089996,146.839996,147.509995,141.186783,45352200
03/05/2017,145.589996,147.490005,144.270004,147.059998,140.756119,45697000
04/05/2017,146.520004,147.139999,145.809998,146.529999,140.248795,23371900
05/05/2017,146.759995,148.979996,146.759995,148.960007,142.574631,27327700
08/05/2017,149.029999,153.699997,149.029999,153.009995,146.45105,48752400
09/05/2017,153.869995,154.880005,153.449997,153.990005,147.389038,39130400
10/05/2017,153.630005,153.940002,152.110001,153.259995,146.690308,25805700
11/05/2017,152.449997,154.070007,152.309998,153.949997,147.958923,27255100
12/05/2017,154.699997,156.419998,154.669998,156.100006,150.025269,32527000
15/05/2017,156.009995,156.649994,155.050003,155.699997,149.640854,26009700
16/05/2017,155.940002,156.059998,154.720001,155.470001,149.419769,20048500
17/05/2017,153.600006,154.570007,149.710007,150.25,144.402939,50767700
18/05/2017,151.270004,153.339996,151.130005,152.539993,146.60379,33568200
19/05/2017,153.380005,153.979996,152.630005,153.059998,147.103546,26960800
22/05/2017,154,154.580002,152.910004,153.990005,147.997375,22966400
23/05/2017,154.899994,154.899994,153.309998,153.800003,147.814774,19918900
24/05/2017,153.839996,154.169998,152.669998,153.339996,147.372681,19178000
25/05/2017,153.729996,154.350006,153.029999,153.869995,147.882019,19235600
26/05/2017,154,154.240005,153.309998,153.610001,147.632202,21927600
30/05/2017,153.419998,154.429993,153.330002,153.669998,147.68985,20126900
31/05/2017,153.970001,154.169998,152.380005,152.759995,146.815247,24451200
01/06/2017,153.169998,153.330002,152.220001,153.179993,147.218903,16404100
02/06/2017,153.580002,155.449997,152.889999,155.449997,149.400574,27770700
05/06/2017,154.339996,154.449997,153.460007,153.929993,147.939713,25331700
06/06/2017,153.899994,155.809998,153.779999,154.449997,148.439484,26624900
07/06/2017,155.020004,155.979996,154.479996,155.369995,149.3237,21069600
08/06/2017,155.25,155.539993,154.399994,154.990005,148.958481,21250800
09/06/2017,155.190002,155.190002,146.020004,148.979996,143.182343,64882700
12/06/2017,145.740005,146.089996,142.509995,145.419998,139.76091,72307300
13/06/2017,147.160004,147.449997,145.149994,146.589996,140.885376,34165400
14/06/2017,147.5,147.5,143.839996,145.160004,139.511017,31531200
15/06/2017,143.320007,144.479996,142.210007,144.289993,138.674835,32165400
16/06/2017,143.779999,144.5,142.199997,142.270004,136.73349,50361100
19/06/2017,143.660004,146.740005,143.660004,146.339996,140.645081,32541400
20/06/2017,146.869995,146.869995,144.940002,145.009995,139.366852,24900100
21/06/2017,145.520004,146.070007,144.610001,145.869995,140.193375,21265800
22/06/2017,145.770004,146.699997,145.119995,145.630005,139.962753,19106300
23/06/2017,145.130005,147.160004,145.110001,146.279999,140.587418,35439400
26/06/2017,147.169998,148.279999,145.380005,145.820007,140.145325,25692400
27/06/2017,145.009995,146.160004,143.619995,143.729996,138.136642,24761900
28/06/2017,144.490005,146.110001,143.160004,145.830002,140.154953,22082400
29/06/2017,144.710007,145.130005,142.279999,143.679993,138.088608,31499400
30/06/2017,144.449997,144.960007,143.779999,144.020004,138.415375,23024100
03/07/2017,144.880005,145.300003,143.100006,143.5,137.915588,14277800
05/07/2017,143.690002,144.789993,142.720001,144.089996,138.482651,21569600
06/07/2017,143.020004,143.5,142.410004,142.729996,137.175583,24128800
07/07/2017,142.899994,144.75,142.899994,144.179993,138.569153,19201700
10/07/2017,144.110001,145.949997,143.369995,145.059998,139.414871,21090600
11/07/2017,144.729996,145.850006,144.380005,145.529999,139.866608,19781800
12/07/2017,145.869995,146.179993,144.820007,145.740005,140.068436,24884500
13/07/2017,145.5,148.490005,145.440002,147.770004,142.01947,25199400
14/07/2017,147.970001,149.330002,147.330002,149.039993,143.240021,20132100
17/07/2017,148.820007,150.899994,148.570007,149.559998,143.739761,23793500
18/07/2017,149.199997,150.130005,148.669998,150.080002,144.239548,17868800
19/07/2017,150.479996,151.419998,149.949997,151.020004,145.14296,20923000
20/07/2017,151.5,151.740005,150.190002,150.339996,144.48941,17243700
21/07/2017,149.990005,150.440002,148.880005,150.270004,144.422134,26252600
24/07/2017,150.580002,152.440002,149.899994,152.089996,146.171341,21493200
25/07/2017,151.800003,153.839996,151.800003,152.740005,146.796021,18853900
26/07/2017,153.350006,153.929993,153.059998,153.460007,147.488022,15781000
27/07/2017,153.75,153.990005,147.300003,150.559998,144.700867,32476300
28/07/2017,149.889999,150.229996,149.190002,149.5,143.682114,17213700
31/07/2017,149.899994,150.330002,148.130005,148.729996,142.942078,19845900
01/08/2017,149.100006,150.220001,148.410004,150.050003,144.210724,35368600
02/08/2017,159.279999,159.75,156.160004,157.139999,151.024796,69936800
03/08/2017,157.050003,157.210007,155.020004,155.570007,149.5159,27097300
04/08/2017,156.070007,157.399994,155.690002,156.389999,150.303986,20559900
07/08/2017,157.059998,158.919998,156.669998,158.809998,152.629822,21870300
08/08/2017,158.600006,161.830002,158.270004,160.080002,153.850388,36205900
09/08/2017,159.259995,161.270004,159.110001,161.059998,154.792236,26131500
10/08/2017,159.899994,160,154.630005,155.320007,149.861832,40804300
11/08/2017,156.600006,158.570007,156.070007,157.479996,151.945938,26257100
14/08/2017,159.320007,160.210007,158.75,159.850006,154.232635,22122700
15/08/2017,160.660004,162.199997,160.139999,161.600006,155.921127,29465500
16/08/2017,161.940002,162.509995,160.149994,160.949997,155.293991,27671600
17/08/2017,160.520004,160.710007,157.839996,157.860001,152.312561,27940600
18/08/2017,157.860001,159.5,156.720001,157.5,151.96524,27428100
21/08/2017,157.5,157.889999,155.110001,157.210007,151.685425,26368500
22/08/2017,158.229996,160,158.020004,159.779999,154.165115,21604600
23/08/2017,159.070007,160.470001,158.880005,159.979996,154.358063,19399100
24/08/2017,160.429993,160.740005,158.550003,159.270004,153.673019,19818900
25/08/2017,159.649994,160.559998,159.270004,159.860001,154.242294,25480100
28/08/2017,160.139999,162,159.929993,161.470001,155.795715,25966000
29/08/2017,160.100006,163.119995,160,162.910004,157.185104,29516900
30/08/2017,163.800003,163.889999,162.610001,163.350006,157.609665,27269600
31/08/2017,163.639999,164.520004,163.479996,164,158.236786,26785100
01/09/2017,164.800003,164.940002,163.630005,164.050003,158.285065,16591100
05/09/2017,163.75,164.25,160.559998,162.080002,156.384277,29468500
06/09/2017,162.710007,162.990005,160.520004,161.910004,156.220215,21651700
07/09/2017,162.089996,162.240005,160.360001,161.259995,155.593094,21928500
08/09/2017,160.860001,161.149994,158.529999,158.630005,153.055527,28611500
11/09/2017,160.5,162.050003,159.889999,161.5,155.824661,31580800
12/09/2017,162.610001,163.960007,158.770004,160.860001,155.207169,71714000
13/09/2017,159.869995,159.960007,157.910004,159.649994,154.039673,44907400
14/09/2017,158.990005,159.399994,158.089996,158.279999,152.717804,23760700
15/09/2017,158.470001,160.970001,158,159.880005,154.261597,49114600
18/09/2017,160.110001,160.5,158,158.669998,153.094116,28269400
19/09/2017,159.509995,159.770004,158.440002,158.729996,153.151978,20810600
20/09/2017,157.899994,158.259995,153.830002,156.070007,150.58548,52951400
21/09/2017,155.800003,155.800003,152.75,153.389999,147.999649,37511700
22/09/2017,151.539993,152.270004,150.559998,151.889999,146.552353,46645400
25/09/2017,149.990005,151.830002,149.160004,150.550003,145.25946,44387300
26/09/2017,151.779999,153.919998,151.690002,153.139999,147.758423,36660000
27/09/2017,153.800003,154.720001,153.539993,154.229996,148.81012,25504200
28/09/2017,153.889999,154.279999,152.699997,153.279999,147.893524,22005500
29/09/2017,153.210007,154.130005,152,154.119995,148.703979,26299800
02/10/2017,154.259995,154.449997,152.720001,153.809998,148.404892,18698800
03/10/2017,154.009995,155.089996,153.910004,154.479996,149.051361,16230300
04/10/2017,153.630005,153.860001,152.460007,153.479996,148.086502,20163800
05/10/2017,154.179993,155.440002,154.050003,155.389999,149.929367,21283800
06/10/2017,154.970001,155.490005,154.559998,155.300003,149.842514,17407600
09/10/2017,155.809998,156.729996,155.490005,155.839996,150.363541,16262900
10/10/2017,156.059998,158,155.100006,155.899994,150.421432,15617000
11/10/2017,155.970001,156.979996,155.75,156.550003,151.048615,16905600
12/10/2017,156.350006,157.369995,155.729996,156,150.51796,16125100
13/10/2017,156.729996,157.279999,156.410004,156.990005,151.47316,16394200
16/10/2017,157.899994,160,157.649994,159.880005,154.261597,24121500
17/10/2017,159.779999,160.869995,159.229996,160.470001,154.830856,18997300
18/10/2017,160.419998,160.710007,159.600006,159.759995,154.145813,16374200
19/10/2017,156.75,157.080002,155.020004,155.979996,150.498627,42584200
20/10/2017,156.610001,157.75,155.960007,156.25,150.75914,23974100
23/10/2017,156.889999,157.690002,155.5,156.169998,150.681976,21984300
24/10/2017,156.289993,157.419998,156.199997,157.100006,151.579269,17757200
25/10/2017,156.910004,157.550003,155.270004,156.410004,150.913528,21207100
26/10/2017,157.229996,157.830002,156.779999,157.410004,151.878357,17000500
27/10/2017,159.289993,163.600006,158.699997,163.050003,157.32016,44454200
30/10/2017,163.889999,168.070007,163.720001,166.720001,160.861237,44700800
31/10/2017,167.899994,169.649994,166.940002,169.039993,163.09967,36046800
01/11/2017,169.869995,169.940002,165.610001,166.889999,161.025253,33637800
02/11/2017,166.600006,168.5,165.279999,168.110001,162.202377,41393400
03/11/2017,174,174.259995,171.119995,172.5,166.438095,59398600
06/11/2017,172.369995,174.990005,171.720001,174.25,168.126602,35026300
07/11/2017,173.910004,175.25,173.600006,174.809998,168.666901,24361500
08/11/2017,174.660004,176.240005,174.330002,176.240005,170.046692,24409500
09/11/2017,175.110001,176.100006,173.139999,175.880005,169.699356,29482600
10/11/2017,175.110001,175.380005,174.270004,174.669998,169.13768,25145500
13/11/2017,173.5,174.5,173.399994,173.970001,168.459869,16982100
14/11/2017,173.039993,173.479996,171.179993,171.339996,165.913132,24782500
15/11/2017,169.970001,170.320007,168.380005,169.080002,163.724716,29158100
16/11/2017,171.179993,171.869995,170.300003,171.100006,165.680771,23637500
17/11/2017,171.039993,171.389999,169.639999,170.149994,164.760849,21899500
20/11/2017,170.289993,170.559998,169.559998,169.979996,164.596252,16262400
21/11/2017,170.779999,173.699997,170.779999,173.139999,167.656158,25131300
22/11/2017,173.360001,175,173.050003,174.960007,169.418503,25588900
24/11/2017,175.100006,175.5,174.649994,174.970001,169.428192,14026700
27/11/2017,175.050003,175.080002,173.339996,174.089996,168.576065,20716800
28/11/2017,174.300003,174.869995,171.860001,173.070007,167.588379,26428800
29/11/2017,172.630005,172.919998,167.160004,169.479996,164.112122,41666400
30/11/2017,170.429993,172.139999,168.440002,171.850006,166.407013,41527200
01/12/2017,169.949997,171.669998,168.5,171.050003,165.632339,39759300
04/12/2017,172.479996,172.619995,169.630005,169.800003,164.421921,32542400
05/12/2017,169.059998,171.520004,168.399994,169.639999,164.266983,27350200
06/12/2017,167.5,170.199997,166.460007,169.009995,163.656967,28560000
07/12/2017,169.029999,170.440002,168.910004,169.320007,163.957169,25673300
08/12/2017,170.490005,171,168.820007,169.369995,164.005539,23355200
11/12/2017,169.199997,172.889999,168.789993,172.669998,167.201035,35273800
12/12/2017,172.149994,172.389999,171.460007,171.699997,166.261749,19409200
13/12/2017,172.5,173.539993,172,172.270004,166.813705,23818400
14/12/2017,172.399994,173.130005,171.649994,172.220001,166.765289,20476500
15/12/2017,173.630005,174.169998,172.460007,173.970001,168.459869,40169300
18/12/2017,174.880005,177.199997,174.860001,176.419998,170.832275,29421100
19/12/2017,175.029999,175.389999,174.089996,174.539993,169.01178,27436400
20/12/2017,174.869995,175.419998,173.25,174.350006,168.82782,23475600
21/12/2017,174.169998,176.020004,174.100006,175.009995,169.466919,20949900
22/12/2017,174.679993,175.419998,174.5,175.009995,169.466919,16349400
26/12/2017,170.800003,171.470001,169.679993,170.570007,165.167572,33185500
27/12/2017,170.100006,170.779999,169.710007,170.600006,165.196625,21498200
28/12/2017,171,171.850006,170.479996,171.080002,165.661407,16480200
29/12/2017,170.520004,170.589996,169.220001,169.229996,163.869995,25999900
02/01/2018,170.160004,172.300003,169.259995,172.259995,166.804016,25555900
03/01/2018,172.529999,174.550003,171.960007,172.229996,166.774963,29517900
04/01/2018,172.539993,173.470001,172.080002,173.029999,167.549622,22434600
05/01/2018,173.440002,175.369995,173.050003,175,169.457214,23660000
08/01/2018,174.350006,175.610001,173.929993,174.350006,168.82782,20567800
09/01/2018,174.550003,175.059998,173.410004,174.330002,168.808456,21584000
10/01/2018,173.160004,174.300003,173,174.289993,168.769714,23959900
11/01/2018,174.589996,175.490005,174.490005,175.279999,169.728378,18667700
12/01/2018,176.179993,177.360001,175.649994,177.089996,171.481064,25418100
16/01/2018,177.899994,179.389999,176.139999,176.190002,170.609558,29565900
17/01/2018,176.149994,179.25,175.070007,179.100006,173.427399,34386800
18/01/2018,179.369995,180.100006,178.25,179.259995,173.582321,31193400
19/01/2018,178.610001,179.580002,177.410004,178.460007,172.807663,32425100
22/01/2018,177.300003,177.779999,176.600006,177,171.393921,27108600
23/01/2018,177.300003,179.440002,176.820007,177.039993,171.432632,32689100
24/01/2018,177.25,177.300003,173.199997,174.220001,168.70195,51105100
25/01/2018,174.509995,174.949997,170.529999,171.110001,165.690445,41529000
26/01/2018,172,172,170.059998,171.509995,166.077759,39143000
29/01/2018,170.160004,170.160004,167.070007,167.960007,162.640213,50640400
30/01/2018,165.529999,167.369995,164.699997,166.970001,161.68158,46048200
31/01/2018,166.869995,168.440002,166.5,167.429993,162.127014,32478900
01/02/2018,167.169998,168.619995,166.759995,167.779999,162.465912,47230800
02/02/2018,166,166.800003,160.100006,160.5,155.416519,86593800
05/02/2018,159.100006,163.880005,156,156.490005,151.533508,72738500
06/02/2018,154.830002,163.720001,154,163.029999,157.866333,68243800
07/02/2018,163.089996,163.399994,159.070007,159.539993,154.486877,51608600
08/02/2018,160.289993,161,155.029999,155.149994,150.235947,54390500
09/02/2018,157.070007,157.889999,150.240005,156.410004,152.073547,70672600
12/02/2018,158.5,163.889999,157.509995,162.710007,158.198883,60819500
13/02/2018,161.949997,164.75,161.649994,164.339996,159.783676,32549200
14/02/2018,163.039993,167.539993,162.880005,167.369995,162.729675,40644900
15/02/2018,169.789993,173.089996,169,172.990005,168.193878,51147200
16/02/2018,172.360001,174.820007,171.770004,172.429993,167.649399,40176100
20/02/2018,172.050003,174.259995,171.419998,171.850006,167.08548,33930500
21/02/2018,172.830002,174.119995,171.009995,171.070007,166.327103,37471600
22/02/2018,171.800003,173.949997,171.710007,172.5,167.717453,30991900
23/02/2018,173.669998,175.649994,173.539993,175.5,170.634277,33812400
26/02/2018,176.350006,179.389999,176.210007,178.970001,174.008057,38162200
27/02/2018,179.100006,180.479996,178.160004,178.389999,173.444168,38928100
28/02/2018,179.259995,180.619995,178.050003,178.119995,173.181656,37782100
01/03/2018,178.539993,179.779999,172.660004,175,170.148117,48802000
02/03/2018,172.800003,176.300003,172.449997,176.210007,171.3246,38454000
05/03/2018,175.210007,177.740005,174.520004,176.820007,171.917709,28401400
06/03/2018,177.910004,178.25,176.130005,176.669998,171.771851,23788500
07/03/2018,174.940002,175.850006,174.270004,175.029999,170.177322,31703500
08/03/2018,175.479996,177.119995,175.070007,176.940002,172.034363,23774100
09/03/2018,177.960007,180,177.389999,179.979996,174.990051,32185200
12/03/2018,180.289993,182.389999,180.210007,181.720001,176.681824,32207100
13/03/2018,182.589996,183.5,179.240005,179.970001,174.980347,31693500
14/03/2018,180.320007,180.520004,177.809998,178.440002,173.492752,29368400
15/03/2018,178.5,180.240005,178.070007,178.649994,173.69693,22743800
16/03/2018,178.649994,179.119995,177.619995,178.020004,173.084427,39404700
19/03/2018,177.320007,177.470001,173.660004,175.300003,170.439835,33446800
20/03/2018,175.240005,176.800003,174.940002,175.240005,170.3815,19649400
21/03/2018,175.039993,175.089996,171.259995,171.270004,166.521561,37054900
22/03/2018,170,172.679993,168.600006,168.850006,164.168655,41490800
23/03/2018,168.389999,169.919998,164.940002,164.940002,160.367035,41028800
26/03/2018,168.070007,173.100006,166.440002,172.770004,167.979996,37541200
27/03/2018,173.679993,175.149994,166.919998,168.339996,163.672775,40922600
28/03/2018,167.25,170.020004,165.190002,166.479996,161.864365,41668500
29/03/2018,167.809998,171.75,166.899994,167.779999,163.128311,38398500
02/04/2018,166.639999,168.940002,164.470001,166.679993,162.058807,37586800
03/04/2018,167.639999,168.75,164.880005,168.389999,163.72142,30278000
04/04/2018,164.880005,172.009995,164.770004,171.610001,166.852142,34605500
05/04/2018,172.580002,174.229996,172.080002,172.800003,168.009125,26933200
06/04/2018,170.970001,172.479996,168.199997,168.380005,163.7117,35005300
09/04/2018,169.880005,173.089996,169.850006,170.050003,165.335388,29017700
10/04/2018,173,174,171.529999,173.25,168.446671,28408600
11/04/2018,172.229996,173.919998,171.699997,172.440002,167.659119,22431600
12/04/2018,173.410004,175,173.039993,174.139999,169.311996,22889300
13/04/2018,174.779999,175.839996,173.850006,174.729996,169.885605,25124300
16/04/2018,175.029999,176.190002,174.830002,175.820007,170.945419,21578400
17/04/2018,176.490005,178.940002,176.410004,178.240005,173.298309,26605400
18/04/2018,177.809998,178.820007,176.880005,177.839996,172.909393,20754500
19/04/2018,173.759995,175.389999,172.660004,172.800003,168.009125,34808800
20/04/2018,170.600006,171.220001,165.429993,165.720001,161.125412,65491100
23/04/2018,166.830002,166.919998,164.089996,165.240005,160.658752,36515500
24/04/2018,165.669998,166.330002,161.220001,162.940002,158.422516,33692000
25/04/2018,162.619995,165.419998,162.410004,163.649994,159.112808,28382100
26/04/2018,164.119995,165.729996,163.369995,164.220001,159.667007,27963000
27/04/2018,164,164.330002,160.630005,162.320007,157.819687,35655800
30/04/2018,162.130005,167.259995,161.839996,165.259995,160.678177,42427400
01/05/2018,166.410004,169.199997,165.270004,169.100006,164.411697,53569400
02/05/2018,175.229996,177.75,173.800003,176.570007,171.674622,66539400
03/05/2018,175.880005,177.5,174.440002,176.889999,171.985733,34068200
04/05/2018,178.25,184.25,178.169998,183.830002,178.733322,56201300
07/05/2018,185.179993,187.669998,184.75,185.160004,180.026459,42451400
08/05/2018,184.990005,186.220001,183.669998,186.050003,180.891769,28402800
